GSM177885	GSM177886	GSM177887	GSM177888	GSM177889	GSM177890	GSM177891	GSM177892	GSM177893	GSM177894	GSM177895	GSM177896	GSM177897	GSM177898	GSM177899	GSM177900	GSM177901	GSM177902	GSM177903	GSM177904	GSM177905	GSM177906	GSM177907	GSM177908	GSM177909	GSM177910	GSM177911	GSM177912	GSM177913	GSM177914	GSM177915	GSM177916	GSM177917	GSM177918	GSM177919	GSM177920	GSM177921	GSM177922	GSM177923	GSM177924	GSM177925	GSM177926	GSM177927	GSM177928	GSM177929	GSM177930	GSM177931	GSM177932	GSM177933	GSM177934	GSM177935	GSM177936	GSM177937	GSM177938	GSM177939	GSM177940	GSM177941	GSM177942	GSM177943	GSM177944	GSM177945	GSM177946	GSM177947	GSM177948	GSM177949	GSM177950	GSM177951	GSM177952	GSM177953	GSM177954	GSM177955	GSM177956	GSM177957	GSM177958	GSM177959	GSM177960	GSM177961	GSM177962	GSM177963	GSM177964	GSM177965	GSM177966	GSM177967	GSM177968	GSM177969	GSM177970	GSM177971	GSM177972	GSM177973	GSM177974	GSM177975	GSM177976	GSM177977	GSM177978	GSM177979	GSM177980	GSM177981	GSM177982	GSM177983	GSM177984	GSM177985	GSM177986	GSM177987	GSM177988	GSM177989	GSM177990	GSM177991	GSM177992	GSM177993	GSM177994	GSM177995	GSM177996	GSM177997	GSM177998	GSM177999	GSM178000	GSM178001	GSM178002	GSM178003	GSM178004	GSM178005	GSM178006	GSM178007	GSM178008	GSM178009	GSM178010	GSM178011	GSM178012	GSM178013	GSM178014	GSM178015	GSM178016	GSM178017	GSM178018	GSM178019	GSM178020	GSM178021	GSM178022	GSM178023	GSM178024	GSM178025	GSM178026	GSM178027	GSM178028	GSM178029	GSM178030	GSM178031	GSM178032	GSM178033	GSM178034	GSM178035	GSM178036	GSM178037	GSM178038	GSM178039	GSM178040	GSM178041	GSM178042	GSM178043	GSM178044	GSM178045	GSM178046	GSM178047	GSM178048	GSM178049	GSM178050	GSM178051	GSM178052	GSM178053	GSM178054	GSM178055	GSM178056	GSM178057	GSM178058	GSM178059	GSM178060	GSM178061	GSM178062	GSM178063	GSM178064	GSM178065	GSM178066	GSM178067	GSM178068	GSM178069	GSM178070	GSM178071	GSM178072	GSM178073	GSM178074	GSM178075	GSM178076	GSM178077	GSM178078	GSM178079	GSM178080	GSM178081	GSM178082
SERPINA1	9.565993	9.620953	7.986907	8.164729	10.693131	8.222707	8.227598	7.410896	7.180237	7.268305	8.173879	8.610309	8.869897	10.888002	7.640447	6.137991	10.495233	9.400843	8.294151	8.07905	7.234208	4.84466	9.151359	9.759327	8.263027	7.861672	6.401056	8.326468	8.662124	6.955091	7.494955	8.507048	9.915879	8.912485	11.924095	8.355077	9.429896	8.807148	9.053898	7.748703	8.291498	10.320112	6.209073	7.716245	8.732212	7.503974	8.95952	8.568518	7.203731	7.854956	7.195208	10.738479	7.924383	8.617487	8.536855	11.559717	7.534476	7.787983	8.734819	7.076267	10.590743	7.672182	7.584736	9.871718	7.893635	10.022999	9.541875	6.402793	8.118644	8.49842	8.344451	9.303719	8.409745	7.814399	9.238006	11.471939	8.879328	9.022552	8.409032	7.112768	9.225263	8.049009	9.398728	8.495417	9.851904	8.34124	8.661712	9.567152	6.799837	8.433268	8.28511	7.984374	8.258663	9.205928	8.444862	7.204136	7.22356	5.982821	7.319387	7.91622	7.086602	8.134083	8.615686	6.144805	8.245547	10.262078	8.820252	7.585118	7.031429	8.660992	6.676918	8.343381	9.504869	7.283076	8.898504	7.983002	7.737722	10.138086	8.527693	8.31779	8.412187	8.199678	7.66496	8.57427	10.241781	10.997433	8.651915	9.628207	7.975867	10.0809	9.440702	7.09304	10.142563	7.197733	9.788048	8.277349	9.955428	9.263119	7.393396	7.875088	7.477504	7.377751	8.043658	8.427725	9.451101	9.063488	11.473583	8.575001	8.170363	8.359475	7.844005	8.248902	8.56106	7.637653	8.68713	7.730873	7.812021	7.554006	7.601325	10.411118	7.309445	10.48903	7.801553	11.316195	8.730716	7.177155	8.248353	6.800873	7.754104	9.240448	8.400747	8.13765	7.723963	6.789834	7.57979	7.139575	8.56393	8.911669	8.280867	7.403587	9.418376	8.525491	8.01194	7.597907	8.474791	8.215367	9.478268	10.233067	7.2665	7.879632	8.798173	7.738339	8.775583	7.493242	7.446406	8.762139	8.434069	8.452218
SFPQ	9.748762	10.225032	9.130242	8.528886	10.039631	8.751154	8.839168	9.155882	8.657792	9.514443	9.429732	9.718895	9.47314	8.505538	8.79758	9.067334	9.536771	8.404408	8.589313	9.890891	10.047895	9.716752	8.864521	9.968579	9.307902	8.753497	8.975657	9.331726	9.218743	9.095505	9.266512	9.238753	10.59923	8.833294	9.538359	10.3591	10.756986	9.479485	10.121045	9.965633	10.163107	10.736648	10.117762	8.943991	9.998674	10.208852	9.306549	9.472975	9.247792	10.192162	9.584647	9.465742	9.633176	9.6317	9.792643	9.198298	8.389982	9.188367	9.360508	10.386324	10.424354	10.393049	10.030033	8.725139	9.786498	9.698086	9.066361	9.217175	9.705845	9.324516	9.546888	9.56693	9.258552	10.616292	9.300453	9.304983	9.743049	8.643729	8.762653	9.766894	10.353717	10.27318	9.303818	9.817874	9.853601	9.367772	10.700501	10.232856	9.479236	10.71056	10.31168	10.629466	10.008133	10.25296	10.175737	10.28859	10.251352	10.754964	9.845458	10.47298	10.304162	10.709282	10.603282	10.73732	10.544913	10.587567	10.638549	10.354968	10.962261	10.412628	9.453888	9.533177	9.580193	9.972123	9.918405	9.63135	10.31698	9.920179	9.20569	9.844025	9.900425	9.926306	9.800446	10.421224	9.526346	9.383152	10.256861	9.899697	10.388922	10.128162	9.853045	10.205995	8.59567	10.293087	9.515714	9.90581	9.289661	10.0284	9.990528	10.280036	9.60124	9.924656	10.207769	9.860855	10.019728	10.055117	10.030312	9.982433	10.150957	10.090689	9.970591	9.941599	10.140385	9.713547	9.967204	10.432745	10.225594	10.08018	10.042176	9.979634	10.149559	9.89874	10.504465	9.943449	10.644561	9.899461	10.332038	10.684917	9.601147	10.426866	9.821113	9.775385	9.330929	10.009942	10.170953	9.689035	9.354855	9.853915	9.442131	10.577911	10.187132	10.175029	10.875066	10.082944	10.1285372	9.070374	9.514792	9.330677	10.064226	10.255849	9.393007	9.83107	9.418489	9.439703	9.628158	10.450534	9.687413	9.6447
SIAH2	9.189237	11.137925	9.323621	11.191425	10.273984	8.63086	11.166433	10.099319	13.30696	9.988675	11.616809	12.276571	11.287003	9.103313	8.847368	8.457001	9.503997	9.246299	8.7537	11.045406	9.029092	10.53581	10.853232	12.563994	9.411332	10.975823	9.16221	10.064982	9.612277	9.779417	9.19039	11.853225	12.308822	7.372415	11.388043	9.677889	12.158452	11.770198	9.327923	9.431238	9.496903	11.055362	9.278103	12.206181	10.777353	9.718502	10.237789	9.554993	10.441234	10.958383	9.186512	12.287852	9.423495	10.719715	9.131889	12.322021	11.355887	9.475891	10.15859	8.003762	9.767043	9.868774	9.961505	9.576169	9.902604	11.170683	11.044219	11.51915	12.204156	8.895529	11.730681	9.408495	10.035635	10.044322	8.543139	10.42279	10.344409	10.523045	9.233407	10.229825	11.257037	9.940792	11.568625	9.332584	9.859831	10.812484	9.569613	10.163206	10.958279	10.187731	9.521513	10.60347	8.759123	10.224067	9.580271	8.078546	8.38051	8.988279	10.72238	11.306407	9.166963	9.124917	10.809152	10.0976	10.98205	11.739408	9.268348	9.654796	9.047612	8.314722	11.196091	11.779895	9.366621	9.853732	7.615582	9.570371	8.056204	10.211875	9.713212	10.150282	10.040632	8.408281	9.723797	12.053393	9.806073	8.994017	8.885501	9.246529	9.202182	12.096436	9.389875	9.166115	8.830372	12.024091	11.15209	9.391902	8.534597	11.850075	8.86251	8.501421	11.85706	11.406986	10.2458	8.161377	9.958415	10.957278	11.931186	11.576923	9.174626	9.227606	8.489854	10.449533	11.415513	8.70868	9.394165	11.022642	9.699266	11.802982	9.979349	10.416274	9.954102	10.082038	11.475878	11.406284	11.592281	10.67822	10.122649	7.851205	9.828227	10.032459	8.402677	11.83451	10.786727	10.263075	10.56676	10.277064	11.574495	9.912877	8.889005	12.519378	9.883872	8.750917	11.24338	10.558114	10.2594758	12.160784	12.393982	10.653508	8.696568	8.625698	9.804318	10.503549	10.412279	8.950213	11.393253	11.568855	10.204528	10.940049
SIRT7	8.103777	10.132993	8.574384	9.074248	8.883034	8.019278	8.506301	8.006328	8.331607	8.26903	8.724334	8.447496	8.981887	8.561853	8.286755	9.010063	8.484141	8.041665	8.102376	8.864076	9.067772	9.878786	8.722319	9.188089	8.987759	8.72996	8.486537	7.607904	8.46059	8.672674	8.298417	8.300657	8.882056	8.787997	8.452971	9.210032	8.863706	9.23746	8.722394	8.851473	8.698979	9.585779	9.753425	9.148722	8.79711	8.842358	9.041366	9.347416	8.705438	8.920429	8.656786	8.468831	8.943385	8.629561	8.324541	9.050174	9.70229	9.603402	8.587472	8.961531	8.803785	8.182187	8.913288	8.513722	9.208025	9.381567	9.084098	8.546298	9.12561	8.967242	8.610133	8.981164	8.331493	9.120393	8.122841	9.229798	8.667534	8.734995	8.343152	8.450904	8.771559	8.970804	8.38058	8.604014	8.416907	8.836887	8.981651	8.63308	8.815384	9.281902	9.33269	9.385194	8.928541	9.443238	9.057962	9.763669	8.238921	9.316686	9.047866	9.028696	9.271293	9.409215	9.383208	10.121766	8.477794	8.364237	8.643613	9.079631	9.171524	9.050973	9.147769	8.639414	8.358826	8.407856	8.892417	8.449427	9.720332	9.104471	9.368363	8.615166	8.159094	8.503166	8.139415	8.951552	8.71148	8.873241	9.869171	9.095417	8.914861	8.468617	9.185806	9.40902	8.152543	9.570128	8.590912	8.495487	8.675692	8.418081	9.34197	8.709573	9.015878	8.299442	8.791615	8.397703	8.46166	8.480413	9.407183	8.042874	8.920462	9.063815	9.435982	8.295525	8.803532	8.782177	8.962135	9.154175	8.533437	9.024649	9.223776	8.581693	9.483183	9.001277	8.918143	9.402719	8.698806	9.412119	8.477772	8.89311	9.157942	8.86347	8.024644	8.862723	8.831896	8.66679	9.313591	9.562907	9.523326	8.810179	8.128565	9.021542	9.606668	8.506488	9.117588	9.299028	9.5789688	9.059376	9.348784	9.040583	8.701879	8.758439	9.058841	9.088541	8.282663	9.673833	9.10852	8.811977	9.393695	9.739704
SOCS3	6.659265	6.607258	6.703487	6.878683	7.233184	5.996404	6.440043	5.790435	6.088012	6.821472	6.91191	6.642782	6.528319	6.336826	6.285824	5.902015	6.079133	6.821242	6.424063	6.641922	7.314788	6.799914	6.435236	5.873393	6.320749	7.731654	6.958875	6.349276	6.611647	6.207203	5.524433	6.337698	6.598163	6.559068	5.798637	5.374042	6.213685	6.373404	7.226095	6.684109	6.793205	5.956339	7.506548	6.131936	5.307444	6.580686	6.728062	7.326949	6.518021	6.832917	6.295364	5.200707	6.320787	7.271839	5.803685	7.034039	6.65895	5.911877	6.943888	6.912589	6.972346	5.545736	6.760363	5.764637	6.730729	6.144641	6.059055	5.996864	7.039503	6.872119	6.491138	7.0905	6.420967	6.105071	6.552519	6.502667	6.936472	6.233353	5.618115	6.411014	6.074599	6.622757	6.521819	5.760429	6.609556	6.317965	6.973656	6.768813	6.662645	6.638597	6.931971	7.138674	5.507963	6.656508	6.844793	6.268008	5.962193	6.534313	6.563667	5.92921	5.887622	6.412397	5.529905	5.570491	5.917984	6.286346	6.059753	6.846805	6.133012	6.688301	6.897997	6.07945	6.722667	6.490797	6.968025	7.443591	6.965902	6.940726	6.4846	7.617965	5.36791	5.788099	6.592909	6.208975	7.800622	5.491897	7.429585	7.025762	5.968237	4.556619	6.813112	6.445564	5.512045	6.363043	7.026062	6.965213	6.217637	6.052664	6.774987	5.260625	7.244391	5.655141	6.814803	7.493685	6.828974	6.285857	6.917441	5.714498	5.682926	6.299619	6.804697	8.121183	5.640401	6.906248	7.127423	5.583921	6.785928	6.739032	7.62019	6.777697	6.211981	7.303545	7.316288	6.225737	6.870343	6.292758	6.6064	6.241116	6.622294	6.281615	5.976987	6.0766	6.206299	6.116043	6.91449	7.047898	6.640421	6.897981	6.78563	5.872325	7.168012	5.363154	7.614796	7.103834	7.0941599	5.207653	6.680821	6.137895	6.532938	6.823218	6.64639	7.070081	6.715126	6.348243	6.737002	6.047824	6.844147	7.141153
SP100	7.050354	7.927053	7.224471	7.884902	7.323272	7.534835	5.731486	7.643584	8.330482	7.463396	7.30862	7.557427	7.341029	7.557781	8.007858	7.268	8.05099	7.276684	7.33206	8.624621	7.793061	6.835529	8.550384	8.049825	8.679954	7.450517	8.037396	7.915524	7.13162	8.653449	8.228287	8.301972	7.832955	7.234789	7.284118	8.411671	7.801156	7.005096	7.902793	7.150445	7.630031	7.860516	8.026243	7.354848	7.873107	7.587064	6.745014	7.559047	6.547008	7.46525	7.703642	7.415279	8.075717	7.519662	7.457275	7.713836	7.243964	8.446853	7.812883	8.338644	7.753059	7.136234	8.065715	7.247422	7.336053	6.812523	7.871256	7.56385	7.899523	7.232129	8.183294	8.250531	7.86883	8.359289	7.496041	8.032099	7.429984	6.56752	8.429225	7.335787	7.658435	7.031414	7.036222	7.431321	7.721468	7.325339	7.760003	7.662533	7.093161	7.248109	8.175628	7.410097	6.951142	8.261449	7.869744	6.401084	7.877918	8.877692	7.897437	7.716625	7.235903	7.797343	7.954766	8.799758	7.079329	7.785446	7.548381	7.647255	7.612474	7.183843	7.312234	7.6016	7.764927	7.315148	7.341902	7.977306	7.19784	8.023546	8.195242	8.017479	7.563843	7.516093	8.492569	7.587936	7.704527	7.81384	8.082169	8.220669	6.81376	8.097764	7.717961	7.244787	7.315473	5.935515	7.8541	7.424019	7.987211	8.630202	8.354027	7.182858	7.983448	7.091708	8.297401	7.859474	7.616956	7.965789	7.649919	7.570962	8.211682	9.549096	7.575245	7.766451	8.241928	7.076805	8.058658	8.480369	8.12366	7.383641	7.167496	8.072155	8.072565	7.86366	7.516642	7.181103	7.240381	6.417566	7.801121	5.842601	7.663408	7.589752	8.564768	8.302932	7.787727	7.685977	8.462165	7.47351	7.867117	7.494893	7.559484	7.74813	7.726047	7.697479	8.081761	7.860919	7.7603327	6.727423	7.979362	8.161604	7.954853	7.769724	7.874453	7.715698	7.7157	7.858503	7.330529	8.658289	8.119253	7.799151
STX11	3.483667	5.045781	2.83946	6.884671	3.107342	2.766277	5.654633	5.862331	3.256986	3.907159	2.487087	2.800011	3.662216	2.068607	5.416307	7.561708	2.521051	2.761625	4.139429	3.441632	5.876547	3.142351	2.638492	2.738422	3.613634	2.435219	2.825371	3.073656	3.430806	2.976505	4.857642	2.825502	4.321406	5.106765	3.507987	3.150894	4.27685	4.16532	5.710227	2.232844	2.736313	4.918324	2.337741	3.588143	2.990409	3.795826	4.43502	5.595248	5.688044	3.364902	3.049862	3.201431	2.961678	2.43153	2.36842	4.481254	2.6304	4.401783	3.816959	1.715406	3.688144	2.589354	3.571966	3.449744	2.157257	3.053353	3.116234	5.216697	3.368289	5.991528	2.175398	3.110484	5.676268	5.288122	5.859501	3.787759	2.234767	6.251312	4.300573	4.172161	3.203387	3.550779	3.391197	2.12706	3.157605	5.021645	2.285005	3.997692	3.145153	5.218282	3.645388	3.588797	3.494078	3.198637	2.275329	3.524182	3.464857	2.418707	3.361293	2.006745	3.589521	5.092114	5.94427	5.475102	4.320435	3.86186	3.784384	5.4352	2.711743	3.079648	3.272496	5.333839	4.09841	2.623942	2.619406	1.233778	5.525676	5.596629	2.167529	2.511929	5.273234	2.832687	4.02753	3.388912	2.724919	3.267799	2.660539	2.853981	4.616738	3.023044	3.065334	3.665963	1.808113	2.526074	3.016316	2.251852	5.177866	3.84844	3.364883	5.756561	3.707504	3.222606	2.967204	2.797663	3.782713	5.016801	3.211514	2.198661	2.390104	2.869868	3.653245	2.699987	1.900046	3.662065	3.853527	5.952223	6.29829	2.916698	3.41483	3.088741	5.770442	3.239221	2.881541	2.933652	2.724292	1.952939	2.949885	3.019234	4.475113	6.130131	3.626277	2.524819	3.39769	4.640654	3.952756	2.456528	4.026517	4.423028	2.31099	3.10761	2.550913	5.639811	3.540254	2.777023	4.3390606	3.433534	5.642243	4.054657	4.851144	2.766144	5.703378	5.757254	3.561617	5.682601	5.990847	3.234632	4.087065	2.774515
TANK	8.446339	8.900992	9.130939	8.332138	7.255755	8.391802	8.23291	8.528536	8.027648	8.389571	8.060272	8.310352	9.134001	8.271558	8.860633	6.727779	8.268173	8.220774	8.137633	8.07652	7.667729	7.983808	9.479903	8.81073	9.322656	8.188537	8.351217	9.143337	8.835741	8.939776	8.440719	8.69827	8.701136	8.542987	7.857592	8.900215	8.832455	8.289309	8.583627	7.533249	8.430775	8.605423	8.567006	7.119063	8.598036	8.59364	7.057529	8.032791	8.090856	8.061055	8.979743	7.622286	9.448271	7.718839	9.004128	8.616975	7.739991	8.398544	9.867302	9.135985	8.753693	7.845591	8.11237	8.77677	6.74339	8.317259	7.44753	8.363478	8.029065	9.077126	8.454151	8.965345	9.692724	8.583198	8.108929	8.206743	7.920183	5.615247	9.232348	7.878896	8.237222	9.415325	7.824839	8.930832	8.860168	8.303055	8.597123	8.93538	7.952324	8.068647	9.336117	8.719374	8.199943	9.216559	9.100609	8.241361	8.108535	8.868237	8.306286	8.068493	9.407535	8.552779	8.519325	9.392897	8.477062	8.111398	9.446617	8.952969	9.561504	8.328808	8.511615	8.624223	8.230917	8.334414	9.022308	8.424808	8.818193	8.524645	9.664072	8.435861	8.900221	8.738911	8.704419	8.278866	8.122017	8.679172	10.042161	9.086151	8.950876	8.565703	8.341157	7.801385	8.573665	8.160785	8.340346	8.076449	9.401933	8.497613	8.593072	9.477723	8.042777	8.418451	8.474513	8.704322	8.662518	8.63481	7.915507	8.358892	8.467527	8.782912	8.779373	8.527238	8.740153	8.212543	8.381332	8.201108	8.760892	8.363	7.152823	8.87737	8.701773	8.002288	8.857791	8.392383	7.75463	7.586989	8.874706	7.520196	8.039496	8.470239	9.796131	8.206003	9.061514	8.966728	9.167345	9.603569	8.167593	8.806339	8.962308	8.148946	8.778889	8.903441	8.821294	8.034397	8.5191733	6.836174	8.633866	8.635734	8.187018	8.246856	9.339196	8.70277	9.139457	9.120659	9.877122	8.140213	8.672664	7.456853
TAPBP	7.540149	9.436597	8.127091	9.525804	9.799997	8.91921	8.686899	7.67071	7.428244	9.100416	8.245551	7.819344	9.315431	7.805122	6.59535	8.862155	7.996491	7.856527	7.857299	8.838725	9.345302	7.51154	8.011129	8.402436	9.112993	8.583755	8.747025	8.393279	8.54413	9.899436	8.447419	8.724266	8.208424	7.987247	8.823514	8.212405	9.388279	8.022354	9.897278	9.09827	9.081175	9.642384	8.272598	7.866992	9.624391	8.924847	7.59106	9.331536	6.557635	9.951084	9.47622	9.265326	9.854408	9.506901	8.890709	8.24461	9.190715	8.778483	7.388524	7.982071	9.969049	8.641502	7.872626	8.07432	7.921224	8.485852	7.713082	6.104771	9.864719	8.723498	9.993098	9.365506	8.078694	9.703811	8.694531	7.588662	8.457642	9.947403	7.114875	8.11057	9.335346	8.979616	7.750537	8.607443	8.510953	8.850492	9.203854	7.93508	8.207859	8.62289	9.502266	7.398231	7.724226	9.525252	9.395567	7.617762	9.208965	9.504434	9.484182	8.328624	8.090586	8.221723	9.139894	9.497118	8.968877	8.182261	8.930542	9.488906	8.216459	7.714205	8.676082	9.246687	10.125238	8.904259	8.270681	8.964397	8.92563	9.277545	8.008997	9.247813	8.250299	7.735098	8.585466	8.724733	9.005536	10.025092	9.930546	10.362024	9.628369	9.087025	8.419252	9.59431	7.138649	7.505544	8.142182	8.981398	9.712129	9.721675	8.475738	8.716411	8.690633	8.329355	10.422962	8.838876	9.082778	8.73843	9.277198	8.972234	9.98823	8.605118	7.870752	8.121366	10.436181	9.087171	8.276351	9.96155	7.61106	8.895535	8.871627	9.764177	9.843865	8.549855	9.623206	8.64855	9.126069	8.887976	9.364445	7.497141	9.12656	8.217293	8.401134	8.320488	7.050048	8.994176	8.827261	8.707296	9.636423	9.400756	8.867742	9.586094	9.789525	9.349583	9.855207	8.975658	9.7331531	8.096305	8.086578	7.769365	9.817386	9.440789	9.933302	9.065358	7.240857	9.153293	8.464088	9.383152	9.814909	9.273787
TAPBPL	8.503794	8.342751	6.801714	8.714116	8.864901	8.571739	8.361187	8.67487	8.210554	8.394402	9.597118	7.668906	6.808339	8.650868	7.82813	7.965658	7.845892	8.31613	8.74898	8.877875	7.34865	6.827917	8.32213	7.816432	8.434506	9.40201	8.147528	8.359674	8.37471	8.690445	8.463595	8.040639	7.384903	7.908349	9.032024	7.667079	8.67838	9.597277	9.039053	8.470603	9.375978	8.199313	6.81945	7.864913	8.290832	8.696445	7.549258	8.038417	7.402975	8.697649	7.999176	8.01376	9.032435	8.34816	8.392163	8.410476	8.374582	8.666742	9.044606	7.610433	8.07712	6.59566	8.154185	8.496101	8.901371	8.146559	8.767509	7.968249	8.85232	8.480598	8.180705	8.644181	7.83818	8.181106	7.767721	7.270783	8.455094	8.972898	8.212782	8.423586	7.558406	8.604478	8.38057	8.291807	8.246126	9.352506	9.276306	7.959309	8.040306	8.504894	8.795184	8.530376	8.126564	8.5983	8.663459	7.208	8.347708	7.554856	8.101585	7.987125	7.899028	8.651009	8.381769	8.586482	8.097813	8.104276	8.834583	8.495384	7.195207	7.483786	7.202652	8.348028	8.399653	9.00698	7.200433	8.30311	7.646029	8.58668	7.816779	7.862524	8.086468	8.434673	8.001378	7.551107	8.519249	8.631967	9.411831	9.369548	7.048243	8.301365	8.148581	8.356706	7.010321	5.414933	7.870058	8.171241	10.049087	7.749041	10.022727	7.903171	6.617788	8.344404	8.998147	7.878278	8.253789	8.036815	8.985784	8.349863	8.292898	9.290649	7.313007	8.087978	8.734653	8.177239	8.689842	8.559437	8.223679	8.813786	7.962616	8.15705	8.94959	7.990384	7.801341	9.332129	8.107268	7.860912	8.925441	4.872255	8.496595	8.931303	8.335106	7.884478	8.914744	8.937406	8.222387	7.622199	9.131428	8.295843	8.470464	8.202008	8.713334	7.978106	8.216596	8.304889	9.0634297	7.516395	9.019638	9.474229	7.882782	8.517141	9.306114	8.967612	7.637134	8.922322	7.166273	8.991751	9.94172	7.933192
TNFRSF13B	8.080185	6.637806	7.511406	8.292562	7.364999	7.895514	7.549208	7.584061	6.994885	7.719481	7.711336	6.934104	7.148921	7.586031	7.570943	7.638723	7.678164	7.211578	7.215032	7.515054	7.872608	8.083298	7.884073	7.467361	6.401582	8.141866	7.597687	7.528227	7.578144	8.85794	7.997295	7.281434	7.193297	7.988748	6.955545	7.871651	7.687282	8.297166	8.398499	6.290103	7.678095	8.144006	7.781587	6.976137	7.113109	8.002118	6.836888	7.583112	7.051371	7.896735	7.262533	7.68595	7.482764	7.603569	7.823365	7.72025	7.336381	7.95632	7.725672	5.965128	6.84073	7.515509	7.187009	7.645886	7.885167	7.664726	7.878018	6.869639	7.076171	7.044502	7.741177	7.709683	7.922644	7.494856	7.261301	8.360476	7.955629	7.231611	6.733015	8.080481	7.888681	6.456212	7.500753	7.816583	7.410265	7.418922	8.137107	8.051194	7.444007	7.808095	8.235365	7.358413	7.689304	8.768747	6.588006	6.827186	7.916714	7.096176	7.343144	7.343359	8.092722	7.892318	6.799857	8.653213	7.572898	7.92647	6.457945	7.507104	7.619301	7.261831	7.177232	7.199107	6.871547	7.433499	7.913095	7.286164	7.67815	6.791749	7.77678	7.61149	6.757114	7.883423	7.712929	7.144191	7.390488	7.534636	7.940578	8.136003	7.258015	7.265511	7.604638	7.891131	7.167907	7.837595	7.670008	7.713082	6.870578	7.556347	7.732587	6.224555	7.603897	7.032422	7.546954	7.352114	7.773523	7.594772	8.010626	3.208554	7.653	7.611236	7.509817	7.468324	6.991578	8.089222	8.292009	7.626739	7.805807	7.397543	8.221421	7.779033	8.149054	7.419656	7.589759	6.234181	7.610557	7.51402	7.553608	7.993867	7.461839	8.30951	7.19892	7.34632	7.476014	7.978253	7.415668	7.577526	6.861297	8.314427	7.36516	7.946775	8.339986	7.621796	7.666809	7.511833	8.3967808	7.032263	8.538855	7.173756	7.19176	7.45776	7.992267	7.255074	7.08763	7.414276	6.62212	6.915961	8.795018	6.338026
TNFRSF14	6.900511	8.236975	8.379185	8.599682	8.619235	7.890827	7.893828	7.894722	7.888334	7.974492	8.540885	8.000486	7.71395	7.772948	8.534309	8.028903	7.449538	7.818411	8.767839	8.416718	8.056514	7.416093	8.345204	8.027182	8.568521	6.642257	8.155559	8.223654	7.711166	8.95754	8.610972	8.0136	8.30178	8.238827	7.587138	8.14595	8.8031	8.303635	8.970204	8.344479	7.885686	7.133065	7.453338	8.103731	8.439809	7.933391	8.605026	8.119353	8.098444	7.807468	7.784373	8.51536	9.008327	7.785207	7.775733	7.787694	8.328608	8.524616	8.27849	8.942333	7.799049	7.451886	7.792337	8.101613	8.231949	8.377863	8.880594	6.940747	7.479386	7.415443	8.130418	8.492931	7.166167	8.308542	8.039097	7.49347	8.214841	8.292322	8.465896	8.181747	8.104048	7.720068	8.096905	7.396643	8.595719	8.53906	8.773442	7.029223	7.21836	8.925364	8.113402	8.603026	8.322063	8.518041	8.454508	6.833342	7.983562	8.835419	8.001015	8.312446	7.969713	8.953472	7.190685	9.164104	7.620526	8.133868	8.685827	7.847203	7.015865	8.020249	7.573341	8.036775	7.739136	7.818948	7.314944	7.704309	7.949609	8.504197	7.865906	8.250636	7.486156	7.928043	8.276809	8.719361	7.88374	7.34557	9.031132	8.213872	7.130781	7.124701	7.817324	8.144629	4.81283	8.047998	7.311343	7.742047	7.91493	8.530795	8.629291	7.741576	7.747067	7.75684	8.414159	7.452102	8.570511	7.979994	7.66596	8.25032	8.661585	8.408485	8.183011	7.630342	8.710167	7.379878	8.413397	8.417534	7.228008	8.078592	8.212786	7.873105	8.806148	8.047113	8.284078	7.720076	8.090809	8.233541	8.130149	7.765755	8.210139	8.240776	8.747351	7.656943	8.584045	7.462275	7.56162	7.766864	8.948936	7.664604	7.894885	7.665457	7.506148	7.923474	8.156895	7.655997	8.376073	8.25173	8.516371	8.693272	8.486976	7.799317	9.012515	8.261335	8.265375	7.489579	7.59285	7.499866	9.535593	8.045827
